Date,Close,High,Low,Open,Volume,Daily_Return,Log_Return,SMA_20,SMA_50,Volatility
2020-03-16,58.5789794921875,62.65901820555978,58.044484903274174,58.51609560503949,322423600.0,-0.1286468740949488,-0.13770795845430694,69.77346115112304,73.59259506225585,0.06163871276053512
2020-03-17,61.154701232910156,62.303494624543745,57.65751943951495,59.86079146440188,324056000.0,0.04397006849643348,0.043030819026880725,68.97365646362304,73.38041427612305,0.06290474704527975
2020-03-18,59.65763473510742,60.4630023695136,57.34794730651824,57.98885734585637,300233600.0,-0.024479990378844185,-0.024784606960039063,68.04313106536866,73.12685585021973,0.06272062168157236
2020-03-19,59.20053482055664,61.149861434253346,58.67571640074359,59.83176871542281,271857200.0,-0.007662052251659057,-0.0076915565797720286,67.12989768981933,72.87095947265625,0.06272625914557797
2020-03-20,55.44215393066406,60.90558973701077,55.142256121470716,59.78097572031221,401693200.0,-0.06348559014347832,-0.06559037029002683,66.11641654968261,72.51673309326172,0.06376501832561976
2020-03-23,54.264339447021484,55.26318952393012,51.420160868327166,55.16161211294488,336752800.0,-0.021244024629987313,-0.021472926592299026,65.22386112213135,72.10787315368653,0.06329728655278853
2020-03-24,59.70842742919922,59.904326973466,56.66592859765041,57.1641431646422,287531200.0,0.1003253340528143,0.09560589430631249,64.72564601898193,71.80451759338379,0.06783087886230933
2020-03-25,59.379512786865234,62.45828816535252,59.08445300833761,60.64439789917577,303602000.0,-0.005508680373871866,-0.005523909106164348,64.15572242736816,71.46258987426758,0.06764465438102989
2020-03-26,62.50423049926758,62.56227261652978,59.582657941818766,59.62135514690596,252087200.0,0.052622825040988364,0.051284978141909604,63.97336559295654,71.20380973815918,0.06739161026486583
2020-03-27,59.916419982910156,61.88267437044843,59.74954150082475,61.12809725879501,204216800.0,-0.04140216583240308,-0.04228365162949348,63.66355266571045,70.89973991394044,0.06800410965971836
2020-03-30,61.626312255859375,61.798028812791074,60.317891949823974,60.64197645935922,167976400.0,0.028537957932682323,0.028138335538448713,63.13147792816162,70.61104774475098,0.064667021123935
2020-03-31,61.50054931640625,63.48373516730324,60.94670980739506,61.81737856650545,197002000.0,-0.002040734466326355,-0.002042819602196095,62.70787410736084,70.30299919128419,0.06438334608303634
2020-04-01,58.26456832885742,60.15343192722889,57.83407204839957,59.61652017243426,176218400.0,-0.052617107058677615,-0.05405194550444391,61.96018905639649,69.9406544494629,0.06407397876794317
2020-04-02,59.2368049621582,59.290012694130326,57.29473381628088,58.12670523580675,165934000.0,0.016686584337384458,0.01654889291083216,61.37986545562744,69.59230125427246,0.06408613933576295
2020-04-03,58.385501861572266,59.423045489400614,57.79538229351841,58.721676049554524,129880000.0,-0.01437118529822412,-0.014475450934441013,60.80401611328125,69.21953872680665,0.06409227818348914
2020-04-06,63.47888946533203,63.63367089449897,60.31304793384269,60.68066028625878,201820400.0,0.08723719830028709,0.0836397980416401,60.75927314758301,68.95308395385742,0.06503024671410101
2020-04-07,62.743656158447266,65.71118461799709,62.63966158048192,65.49351193571505,202887200.0,-0.011582327811300197,-0.011649925435553429,60.44595203399658,68.71709144592285,0.06289791794432
2020-04-08,64.34959411621094,64.66399891393634,63.179030763357375,63.544222438709625,168895200.0,0.025595224379468373,0.025273150757152415,60.332766914367674,68.47104240417481,0.06273571569804105
2020-04-09,64.81390380859375,65.31696001402688,64.0182161815665,64.98562401276064,161834800.0,0.007215425345874049,0.007189518708043124,60.57171573638916,68.20218925476074,0.05825808125955561
2020-04-13,66.08607482910156,66.19491120746524,64.29152931174313,64.89132507247314,131022800.0,0.019628057341905203,0.019437911130525037,60.51463947296143,67.96104774475097,0.05186373225855749
2020-04-14,69.42362213134766,69.71384751910844,67.24695386535642,67.71856827528313,194994800.0,0.05050303427578329,0.049269129709773055,61.056871604919436,67.85595268249511,0.043131155401285946
2020-04-15,68.78997039794922,69.2494877739681,67.87093564591146,68.29901107744294,131154400.0,-0.00912732170902264,-0.009169230917278458,61.43863506317139,67.74228614807129,0.04252086610947092
2020-04-16,69.33653259277344,69.70173138044676,68.2868960690995,69.5034110202046,157125200.0,0.007945376217817213,0.00791397792072971,61.92257995605469,67.59037818908692,0.04188113077247013
2020-04-17,68.39573669433594,69.39942831156146,66.95913534892303,68.85284047730217,215250000.0,-0.013568545516444708,-0.013661439477852965,62.382340049743654,67.40710716247558,0.042020669583316905
2020-04-20,66.97607421875,68.12487124671051,66.95672930580358,67.22276798842614,130015200.0,-0.020756593088988584,-0.020975039253335645,62.95903606414795,67.17729927062989,0.0391815577525007
2020-04-21,64.90580749511719,67.05345402031033,64.19476216229687,66.81885733049225,180991600.0,-0.030910541529668212,-0.03139835094981776,63.491109466552736,66.92741722106933,0.0396467616465043
2020-04-22,66.77532958984375,67.2106601783122,65.83210839433792,66.17311317288764,116862400.0,0.02880361814876431,0.02839659135814057,63.84445457458496,66.70757331848145,0.03384533171742678
2020-04-23,66.51654052734375,68.14178590248335,66.47784333022904,66.71969527664425,124814400.0,-0.0038755190590532562,-0.003883048342592009,64.20130596160888,66.49193794250488,0.033817695379167664
2020-04-24,68.43685150146484,68.44652764676574,66.99299496104605,67.04136830681426,126161200.0,0.02886967600685253,0.02846079772005287,64.49793701171875,66.27799568176269,0.03249369309054049
2020-04-27,68.4852523803711,68.81658852795512,67.7064884371288,68.15390885204779,117087600.0,0.0007072341559315465,0.0007069841837082077,64.9263786315918,66.07629127502442,0.030637374490717698
2020-04-28,67.3751220703125,69.12854894429597,67.2832245167364,68.94715995733218,112004800.0,-0.016209771760683056,-0.016342587340162928,65.21381912231445,65.85199745178222,0.030626702026349664
2020-04-29,69.58808135986328,70.05727484881541,68.65937052894684,68.86252533126566,137280800.0,0.032845347385661805,0.032317466814966424,65.61819572448731,65.7007431793213,0.03119831274150285
2020-04-30,71.05612182617188,71.2326764610738,69.7380327214539,70.12741093803704,183064000.0,0.02109614804174398,0.020876705210810007,66.25777339935303,65.55650276184082,0.028020337521186572
2020-05-01,69.91217803955078,72.31376726807983,69.13341409681881,69.23015344644766,240616800.0,-0.0160991587666377,-0.016230158111939095,66.79154205322266,65.40544227600098,0.028582683277041075
2020-05-04,70.90132904052734,71.02951029776773,69.24706234339718,69.9363419790523,133568000.0,0.014148479259464386,0.014049323699240116,67.41733341217041,65.30923332214356,0.028078198550837898
2020-05-05,71.96548461914062,72.79745613687825,71.21574190038736,71.36085458478117,147751200.0,0.015008965177577993,0.014897445142011662,67.84166316986084,65.30623405456544,0.021515946395801327
2020-05-06,72.70795440673828,73.33918446648443,72.28229260413691,72.66683632686777,142333600.0,0.010317026162291354,0.01026416889025642,68.33987808227539,65.36693855285644,0.021099868383640842
2020-05-07,73.46012115478516,73.80597511019377,73.03204578911914,73.33436077692376,115215200.0,0.010345040706813968,0.010291896975010163,68.7954044342041,65.42058128356933,0.020687106155208062
2020-05-08,75.20860290527344,75.26195467448645,73.79236468701193,74.11975020715006,133838400.0,0.0238017814700322,0.02352293509651507,69.31513938903808,65.6017259979248,0.021032348496463814
2020-05-11,76.39203643798828,76.88674476777591,74.50775467946016,74.71631428574544,145946400.0,0.01573534791233122,0.015612830886095618,69.83043746948242,65.80731315612793,0.02093367870904996
2020-05-12,75.51900482177734,77.52695980197926,75.39775148384071,77.07589353648245,162301200.0,-0.011428306626170781,-0.011494111562070907,70.13520660400391,65.87233711242676,0.018695342818613327
2020-05-13,74.60719299316406,76.62000326531418,73.53046253450013,75.69847326337334,200622400.0,-0.012073938616711577,-0.012147420691262203,70.42606773376465,65.96502845764161,0.018818615468291108
2020-05-14,75.0655288696289,75.12615554695448,73.12304775988805,73.84572041786713,158929200.0,0.006143320209176517,0.006124526946990189,70.71251754760742,66.00197364807129,0.01880422432794771
2020-05-15,74.62171173095703,74.66778858190278,72.80291203798743,72.83686651793266,166348400.0,-0.0059123960805322895,-0.0059299434932603545,71.02381629943848,66.07754234313965,0.01850011264223013
2020-05-18,76.37989807128906,76.75336041216173,75.25467098028571,75.94581646414036,135178400.0,0.02356132417159018,0.02328804046655418,71.49400749206544,66.2070905303955,0.01795843281508923
2020-05-19,75.93853759765625,77.24321718664922,75.90701054835078,76.39687132782922,101729600.0,-0.005778489953218724,-0.0057952500227376556,72.04564399719239,66.4383863067627,0.0159522049670206
2020-05-20,77.4154281616211,77.48574978669299,76.75822957715101,76.79703154307944,111504800.0,0.019448498887216115,0.019261793706581657,72.57764892578125,66.6064933013916,0.015438998923299247
2020-05-21,76.83826446533203,77.81799379794089,76.6006051884002,77.27720108647698,102688800.0,-0.007455409212284048,-0.007483339684202994,73.09373512268067,66.81099266052246,0.015598152772295672
2020-05-22,77.33294677734375,77.41539814770596,76.4744711907137,76.57631983616066,81803200.0,0.006437968315056164,0.006417333115530942,73.53853988647461,67.15695304870606,0.014753197571063581
2020-05-26,76.80915832519531,78.63037881290926,76.75337911371359,78.45092620311642,125522000.0,-0.006773160392510635,-0.006796202346869342,73.95473518371583,67.34858421325684,0.014993494268106831
2020-05-27,77.143798828125,77.28930432080578,75.92641792081989,76.66606775831522,112945200.0,0.004356778673617168,0.004347315389744448,74.44316902160645,67.71988059997558,0.014077629413086707
2020-05-28,77.1777572631836,78.43636762804827,76.54239089339562,76.81884468298037,133560800.0,0.0004401965624516446,0.00044009970436820195,74.82265281677246,68.04034172058105,0.012733267795058617
2020-05-29,77.10259246826172,77.8810370209666,76.74610726923865,77.42027570132166,153532400.0,-0.000973917843525296,-0.0009743924096589019,75.12497634887696,68.38924087524414,0.012235785949910545
2020-06-01,78.05079650878906,78.17204987996918,76.92556167189265,77.05651738496836,80791200.0,0.012297952768808074,0.012222947264313468,75.53190727233887,68.76624610900879,0.011378432550845327
2020-06-02,78.412109375,78.43636152325215,77.34265402331467,77.78401795906733,87642800.0,0.0046292015248077245,0.0046185197242151295,75.9074462890625,69.2256452178955,0.011198930791674487
2020-06-03,78.84376525878906,79.10567659978926,78.15989469149704,78.73221426577138,104491200.0,0.005504964567713655,0.0054898676303286485,76.25136032104493,69.71723373413086,0.01095561984226388
2020-06-04,78.16476440429688,78.965033585586,77.79130199936047,78.6667550692759,87560400.0,-0.00861197904822908,-0.008649276430362802,76.52420082092286,70.08636047363281,0.011252190234305272
2020-06-05,80.39098358154297,80.45161026599361,78.38545552417453,78.41455514859591,137250400.0,0.028481109029271368,0.028083062445127913,76.87074394226075,70.50658988952637,0.012480887323038974
2020-06-08,80.86629486083984,80.90024935653804,79.37730733642842,80.0878503032951,95654400.0,0.005912494885881747,0.0058950846794589675,77.15362854003907,70.87383117675782,0.01164471580554841
2020-06-09,83.41987609863281,83.81273576255528,80.51465061318699,80.54617766782322,147712400.0,0.03157781919138669,0.031089493428430363,77.5050205230713,71.34390029907226,0.012970118106339648
2020-06-10,85.56604766845703,86.03408373865788,83.9291277394335,84.36806419501069,166651600.0,0.025727340655441244,0.02540196158233173,78.00737266540527,71.82269500732421,0.013228596794707902
2020-06-11,81.4579849243164,85.13438674688165,81.35613627237949,84.71000009547407,201662400.0,-0.04801043002544825,-0.04920120015987244,78.34991226196288,72.22184371948242,0.017585499682530117
2020-06-12,82.16127014160156,84.34383052506377,81.05059266944424,83.59691311681682,200146000.0,0.00863371734445173,0.008596659949483951,78.70469932556152,72.6997777557373,0.01760617918307685
2020-06-15,83.17737579345703,83.82971944873768,80.65288000271148,80.81536275804567,138808800.0,0.01236720963666027,0.012291360421377845,79.13248252868652,73.17858917236327,0.01750181197435814
2020-06-16,85.38175201416016,85.65336572310193,83.59690633112962,85.2313990507297,165428800.0,0.02650211310076611,0.026157016023944393,79.58257522583008,73.71851417541504,0.017672277545925635
2020-06-17,85.26293182373047,86.18688178098341,85.1416784708026,86.12625510451949,114406400.0,-0.001391634484262938,-0.0013926037068385632,80.04879493713379,74.15419502258301,0.01754863705973038
2020-06-18,85.29689025878906,85.71400210817573,84.68819603071728,85.21928633315488,96820400.0,0.0003982789980621071,0.00039819970603482594,80.44286804199218,74.60525970458984,0.017292829776135187
2020-06-19,84.80943298339844,86.46817771918761,83.7011757246082,86.00256905688693,264476000.0,-0.005714830563127049,-0.005731222689291682,80.8414264678955,75.01445648193359,0.0172311030842528
2020-06-22,87.02839660644531,87.17147470154637,85.15624419142326,85.20232106620209,135445200.0,0.026164113412729062,0.02582768855050902,81.32619895935059,75.45874633789063,0.01786524106375409
2020-06-23,88.88597106933594,90.30463659467983,87.85289026819137,88.27242947914962,212155600.0,0.021344463822432935,0.02111986114931809,81.93003959655762,75.91474426269531,0.017907176504804875
2020-06-24,87.31697082519531,89.43405719903721,86.94350839643548,88.51495463894143,192623200.0,-0.01765183217626909,-0.01780948374690342,82.43869819641114,76.27261123657226,0.018765007907473288
2020-06-25,88.47614288330078,88.51494484309887,86.71312185164297,87.47216900112456,137522400.0,0.013275449745343115,0.013188103156666794,83.003617477417,76.6663346862793,0.018770609539279646
2020-06-26,85.75763702392578,88.59254065861916,85.609704103183,88.37185869535793,205256800.0,-0.03072586316246495,-0.031207800148916314,83.43636970520019,76.99475677490234,0.020533863819019112
2020-06-29,87.73407745361328,87.82865862307958,85.1877569926391,85.66549550848868,130646000.0,0.023046815400663334,0.022785248777400298,83.9205337524414,77.3815235900879,0.02085828191811429
2020-06-30,88.4664306640625,88.75259416052774,87.30240160297599,87.32179888035039,140223200.0,0.008347420200963906,0.008312773164346237,84.42324981689453,77.81133071899414,0.020861306781807254
2020-07-01,88.29912567138672,89.08727257747864,88.25062876375057,88.54405984735594,110737200.0,-0.0018911692426146764,-0.0018929597609717399,84.89601783752441,78.27919708251953,0.020940777936318412
2020-07-02,88.29912567138672,89.84147238829708,88.18515460811848,89.20610591273177,114041600.0,0.0,0.0,85.40273590087891,78.70967300415039,0.020714221566436274
2020-07-06,90.66111755371094,91.12915363770222,89.69593836953126,89.72746541987443,118655600.0,0.02674988981334403,0.026398366538570955,85.9162425994873,79.19256454467774,0.020620142211693143
2020-07-07,90.37982177734375,91.81788471884249,90.2682707685785,91.03944029125856,112424400.0,-0.003102716842206754,-0.003107540247800014,86.3919189453125,79.63142395019531,0.020725785423578835
